obs,Ranid,ACTION_REASON,EMPLOYEE_END_DATE,ATTRITION_TYPE,RANID_CC,FTE,Most_Recent_Hire_Date,Org_Level_2_Description,Date_of_Export,Country_Description,R1_Tenure,R24_Geographic_Unit,R25_Last_Promotion_Date,R25_months_Last_Promotion_Date,R2_Industry_Alignment,R30_Designation_level,R4_Age,R8_Experienced_Hire,R9_Gender,r26_months_at_level,R28_RANID_CC,R45_cc_ind,Primary_Capability_Description1,Org_Level_1_Description,cnt_councelees,R34_Salary_Peer_Comp,R41_pctle_salary,R46_MAL_vs_Avg_MAL,R6M6_Change_cc_ind,R6M8_Org_unit_ind,R6M9_loc_Org_Key_ind,R12M6_Change_cc_ind,R12M8_Org_unit_ind,R12M10_pct_hike,R12M11_hike_vs_avghike,R18M6_Change_cc_ind,R18M8_Org_unit_ind,R18M9_loc_Org_Key_ind,AVG_TRAIN_6,AVG_HRS_6,AVG_CLASS_6,AVG_CLASS_HRS_6,AVG_ONLINE_6,AVG_ONLINE_HRS_6,AVG_Tech_6,AVG_Tech_HRS_6,AVG_Professional_6,AVG_Professional_HRS_6,AVG_non_Mandate_6,AVG_non_Mandate_HRS_6,AVG_TRAIN_12,AVG_HRS_12,AVG_CLASS_12,AVG_CLASS_HRS_12,AVG_ONLINE_12,AVG_ONLINE_HRS_12,AVG_VIRTUAL_12,AVG_VIRTUAL_HRS_12,AVG_non_Mandate_12,AVG_non_Mandate_HRS_12,TR5_avg_TRAIN_6to12M,TR10_avg_HRS_TRAIN_6to12M,TR15_NUM_CLASS_TRAIN_6to12M,TR20_HRS_CLASS_TRAIN_6to12M,TR5_avg_TRAIN_3to6M,TR10_avg_HRS_TRAIN_3to6M,TR15_NUM_CLASS_TRAIN_3to6M,TR20_HRS_CLASS_TRAIN_3to6M,AVG_CLASS_12_Train,AVG_ONLINE_12_Train,AVG_TRAIN_12_Train,AVG_TRAVEL_6,MTHS_TRAVEL_6,tot_days_travel_6,AVG_TRAVEL_12,MTHS_TRAVEL_12,tot_days_travel_12,RC1_TRAVEL_ratio_3to6M,success_6,diamond_6,success_rate_6,success_rate_diamond_6,failure_rate_diamond_6,success_12,diamond_12,success_rate_12,success_rate_diamond_12,failure_rate_diamond_12,R1_24M10_pct_hike,R13_24M10_pct_hike,avg_pct_hike1,R13_24M11_hike_vs_avghike,avg_pct_hike2,Avg_hike_last_2_yrs,hike_com,hike_com_abs,AVG_AWARDS_6,AVG_AWARDS_12,RC1_awards_ratio_3to6M,RC1_points_ratio_3to6M,RC1_awards_ratio_6to12M,RC1_points_ratio_6to12M,Bonus_Pct_Peer_Comp_new,diff_cn_6,APA_PCT_6,BUD_PCT_6,CHG_PCT_6,PDR_PCT_6,SUT_PCT_6,diff_cn_12,APA_PCT_12,BUD_PCT_12,CHG_PCT_12,MKI_PCT_12,PDR_PCT_12,SUT_PCT_12,Ne_grad,Ugrad_only_ind,deg_ind,no_of_jobs,avg_exp,min_exp,max_exp,tenure.calc,Tenure,MAL,CurrentTeneure,key_talent_flag,key_talent_description,time_at_level,LOA_Status,Career_Track,Org_Level_3_Description,Name_of_Employee_Subgroup,time_at_level_grp,BP.vs.Country,TTC.vs.Country,BP.vs.Country_GRP,TTC.vs.Country_GRP,Talent.Decision_Fy17,Recognize.distinctive.achievement_Fy17,Recognize.talent.priority_Fy17,Future.Promotion_Review.within.12.months_Fy17,Talent.Discussion.Status_Fy17,DTE,Age_group,pctle_Bonus_new,bonus_12_1,MAL_vs_Avg_MAL,AVG_MAL,R32_MAL_vs_Avg_MAL_age,R43_lvl_promotion,DIFF_GIVERS_18,Overall_Experience,Award_given_3month,Award_given_6month,Award_given_12month,promotion_ready_Not_Promoted,Last_Promotion_Date_before_leave,LOA_Last_12Months,Tenure_CC.SV,teamsize_ccsv,attr_pcnt_ccsv,attrition_rate_peer,attrition_rate_skill
519,89278134,Unmgd-CareerOption/Opportunity,3/8/2019,Unmanaged,89276809,1,4/1/2015,RES North America OU,10/31/2018,USA,42,United States,1/1/1900,0,Operating Groups,Manager,56,Yes,Male,50,89276809,Assigned,No Function Specialty,Resources,0,Above,83.46,1.612903226,2,1,1,2,1,5,Better,2,1,1,0.833333333,0.35,0,0,0.833333333,0.35,0,0,0,0,0.833333333,0.35,0.666666667,0.225,0,0,0.666666667,0.225,0,0,0.5,0.191666667,1.25,1.555555556,0,0,0,0,0,0,0,12,12,3,0,72,2.916666667,0,147,1.111111111,0,1,0,0,1,0,1,0,0,1,10,4,7,Worse,7,4.5,Worse,Better,0,0,0,0,0,0,NA,2,0.098484849,0,1,0,0,2,0.095785441,0,1,0,0,0,0,0,0,1,0,0,0,48,24_48,48_60,24_48,No,NA,0,Not on Leave,Innovation & Thought Leadership,RES NA Southwest,Manager,Others,-7.1,-3.83,Well positioned to market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.777777778,31,Overdue,0.632352941,0,34,0,0,0,NA,3/1/2018,Not on Leave,42,0,0,0.138909634,0.166666667
520,89278171,Unmanaged-MutualAgreemnt-LEGAL,1/25/2019,Unmanaged,85835335,1,4/1/2015,RES North America OU,8/31/2018,USA,40,United States,1/1/1900,0,Operating Groups,Senior Manager,50,Yes,Male,48,85835335,Assigned,Industry Strategy,Resources,0,Below,25.62,1.454545455,1,1,2,2,1,9,Better,2,1,2,5.533333333,25.275,1.166666667,19.5,4.5,5.363333333,1.166666667,1.583333333,0.5,5.066666667,5.533333333,25.275,3.716666667,14.55416667,0.858333333,11.25,3,3.2625,0.083333333,0.041666667,3.466666667,14.3875,1.587301587,1.736616089,1.454545455,1.733333333,1.16,0.765578635,1.5,0.632478632,4,12,13,1.166666667,0,39,0.666666667,0,50,0.571428571,2,1,1,1,0,2,3,0.5,0.333333333,0.666666667,12,3,5,Worse,5,6,Better,Better,0,0,0,0,0,0,NA,3,0.176136364,0,0.152873563,0.147126437,0.497417538,5,0.169694073,0,0.466896949,0.027058146,0.089234312,0.416145581,0,0,0,1,0,0,0,46,24_48,36_48,24_48,No,NA,0,Not on Leave,Innovation & Thought Leadership,RES NA Northeast,Manager,Others,-22.66,-17.85,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,OG,Gen X,0,0,1.408450704,33,Overdue,0.678899083,0,28,0,0,1,NA,NA,Not on Leave,120,2,0,0.142963515,0.155844156
521,89283193,Unmgd-CareerOption/Opportunity,10/5/2018,Unmanaged,81895382,1,4/1/2015,Digital Business,5/31/2018,USA,37,United States,12/1/2016,17,Growth Platforms,Senior Manager,46,Yes,Male,18,81895382,Assigned,Platform & Operations,Accenture Digital,2,Below,37,0.6,1,1,1,1,2,2,Better,1,2,2,0.833333333,0.266666667,0,0,0.833333333,0.266666667,0,0,0,0,0.666666667,0.233333333,0.833333333,3.358333333,0.333333333,3.208333333,0.5,0.15,0,0,0.666666667,3.325,1,0.079404467,0,0,0.8,1.375,0,0,4,6,12,4,0,78.6,3.883333333,0,156.8,0.914285714,3,2,1,1,0,4.6,3.6,1,1,0,19,17,6,Better,4,9.5,Worse,Worse,0,0,0,0,0,0,NA,5,0.092035398,0.068226121,0.90545809,0.02631579,0,7,0.09683605,0.053078556,0.903397028,0,0.043524416,0,1,0,1,1,31,31,31,43,24_48,12_24,24_48,No,NA,18,Not on Leave,Client & Market,Accenture Interactive,Manager,13-24M,8.27,2.83,Well positioned to market,Well positioned to market,Continue progressing,X,NA,NA,Complete,Accenture Digital,Gen X,0,0,1.295774648,30,Overdue,0.583617747,0,24,0,0,0,NA,NA,Not on Leave,208,5,0,0.184845006,0.094594595
522,89283782,Unmgd-CareerOption/Opportunity,11/30/2018,Unmanaged,83087308,1,3/25/2015,Global Management,6/30/2018,USA,39,United States,1/1/1900,0,Growth Platforms,Manager,37,Yes,Male,63,83087308,Assigned,Engagement Management,Accenture Operations,1,Above,73.636,2.1,1,1,1,1,1,0,Better,2,2,2,2.333333333,3.6,0.333333333,2.666666667,2,0.933333333,0.333333333,0.166666667,0,0,2.333333333,3.6,3.7425,8.833333333,0.825,4.166666667,2.9875,3.861666667,0,0,3.166666667,8.716666667,0.538461538,0.40754717,0.4,0.64,1,1.685185185,2,2,4,12,13,0.5,0,5,0.583333333,0,30,1.333333333,2,0,1,0,0,3,1,1,1,0,5,5,3,Better,3,2.5,Worse,Worse,0,0,0,0,0,0,NA,3,0.082692308,0.248427673,0.751572327,0,0,4,0.10952381,0.244919786,0.755080214,0,0,0,1,0,1,1,0,0,0,45,24_48,60above,24_48,No,NA,39,Not on Leave,Client & Market,Sales & Accounts,Manager,37-48M,16.38,18.6435,Above market,Above market,Continue progressing,NA,NA,NA,Complete,Accenture Operations,Gen Y,0,0,1.174603175,30,Overdue,0.62308478,0,15,0,0,0,NA,9/1/2009,Not on Leave,157,5,0,0.153294101,0.082987552
523,89284843,Unmanaged-Travel,2/15/2019,Unmanaged,85654568,1,4/15/2015,Technology Geographic Unit,9/30/2018,USA,41,United States,12/1/2016,21,Growth Platforms,Manager,46,Yes,Male,22,85654568,Assigned,Java Technology Platform,Accenture Technology,4,Above,40.181,0.6875,1,1,1,1,1,1,Better,2,1,1,2.333333333,4.14445,0,0,2.333333333,4.14445,0.166666667,0.166666667,0,0,2.333333333,4.14445,1.916666667,2.322225,0,0,1.916666667,2.322225,0,0,1.75,2.288891667,1.217391304,1.784689253,0,0,1,1.919571153,0,0,0,12,13,0,0,0,0,0,0,0,0,2,0,0,1,0,2,0,0,1,8,7,5,Better,3,4,Worse,Worse,0,0,0,0,0,0,NA,3,0.147227534,0,0.993273543,0.006726457,0,3,0.138277512,0,0.996668518,0,0.003331483,0,0,1,1,1,59.85,59.85,63.7,47,24_48,12_24,24_48,No,NA,0,Not on Leave,Client Delivery & Operations,Intelligent Engineering Services,Manager,Others,-24,-27.41,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen X,0,0,1.46031746,32,Overdue,0.77329297,0,24,0,0,0,NA,NA,Not on Leave,124,9,11.1,0.136468029,0.150877193
524,89286363,Unmgd-CareerOption/Opportunity,1/25/2019,Unmanaged,89675122,1,4/8/2015,Global Strategy Groups,8/31/2018,USA,40,United States,12/1/2017,8,Growth Platforms,Manager,38,Yes,Female,9,89608518.2,Assigned,Strategy,Accenture Strategy,1,Equal,63.899,0.290322581,2,1,2,2,1,7,Better,2,1,2,2.333333333,11.98333333,0.5,11.16666667,1.833333333,0.816666667,0,0,0.166666667,1.5,1.5,11.41666667,1.5,6.233333333,0.333333333,5.708333333,1.166666667,0.525,0,0,0.833333333,5.833333333,1.555555556,1.922459893,1.5,1.95620438,0.714285714,1.630041725,1.333333333,1.731343284,4,12,13,0.666666667,0,9,0.416666667,0,17,2,1,2,0.25,0,1,3,2,0.5,0,1,10,3,13,Worse,11,5,Worse,Better,0,0,0,0,0,0,NA,5,0.106060606,0.237288136,0.322033898,0.008474576,0.335359566,7,0.111111111,0.185344828,0.495689655,0.025862069,0.004310345,0.288793103,1,0,1,1,2,2,2,46,24_48,0_12,24_48,Yes,Promotion,9,Not on Leave,Client & Market,Strat - M&A,Manager,0-12M,-14.48,-24.71,Behind market,Significantly behind market,Promote,NA,NA,NA,Complete,Accenture Strategy,Gen X,0,0,1.206349206,31,Overdue,0.761038961,0,16,0,0,0,NA,12/1/2015,Not on Leave,12,0,0,0.23629169,0.218262806
525,89287770,Unmgd-CareerOption/Opportunity,9/25/2018,Unmanaged,89534362,1,4/8/2015,GU Strategy Practices,4/30/2018,USA,36,United States,1/1/1900,0,Growth Platforms,Senior Manager,39,Yes,Male,60,89534362,Assigned,Retailing Processes,Accenture Strategy,1,Above,59,2.142857143,2,1,1,2,1,5,Better,3,3,3,2.166666667,4.866666667,0.666666667,4.416666667,1.5,0.45,0.166666667,0.083333333,0,0,1.833333333,2.833333333,1.416666667,3.366666667,0.5,3.041666667,0.916666667,0.325,0,0,1.083333333,2.25,1.529411765,1.445544554,1.333333333,1.452054795,1.384615385,1.801369863,1,1.811320755,4,12,13,4,0,46,3.883333333,0,93,0.787878788,0,0,0,0,0,1,0,0.333333333,0,0,13,8,10,Worse,6,6.5,Worse,Worse,0,0,0,0,0,0,NA,2,0.171511628,0.233918129,0.671345029,0.043274854,0.051461988,4,0.12164751,0.180479826,0.767175573,0,0.028353326,0.023991276,1,0,1,1,38,38,38,42,24_48,48_60,24_48,No,NA,29,Not on Leave,Client & Market,Strat Industry - Products,Manager,25-36M,7.64,-7.01,Well positioned to market,Well positioned to market,Continue progressing,X,NA,NA,Complete,Accenture Strategy,Gen X,0,0,1.098591549,28,Overdue,0.721354167,0,17,0,0,0,NA,NA,Not on Leave,17,3,33.3,0,0
526,89288997,Unmanaged-Nature of work,9/26/2018,Unmanaged,82210727,1,4/8/2015,CMT North America OU,4/30/2018,USA,36,United States,12/1/2017,4,NA,Manager,30,Yes,Female,4,82210727,Assigned,Industry Applications-CMT,"Communications, Media & Technology",0,Below,17,0.142857143,1,1,1,1,1,14,Better,1,2,2,1,5.616666667,0.333333333,5.5,0.666666667,0.116666667,0.166666667,4,0.166666667,1.5,0.666666667,5.55,1.083333333,3.291666667,0.166666667,2.75,0.916666667,0.541666667,0,0,0.666666667,2.925,0.923076923,1.706329114,2,2,0.666666667,0.540059347,1,0.545454545,2,12,13,1,0,15,1.583333333,0,52,1,3,3,0.75,0.75,0.25,3,4,0.6,0.6,0.4,18,4,10,Worse,8,9,Better,Better,0,0.083333333,0,0,-119988,0,NA,5,0.079946702,0.104996379,0.215682218,0.015723596,0,6,0.075653432,0.049655105,0.61454919,0.114955407,0.021965657,0,0,0,0,1,8,8,8,42,24_48,0_12,24_48,Yes,Promotion,5,Not on Leave,Client & Market,CMT NA West,Manager,0-12M,-30.99,-34.13,Significantly behind market,Significantly behind market,Promote,NA,NA,NA,Complete,OG,Gen Y,0,0,0.952380952,28,On Time,0.781952365,1,8,0,0,0,NA,6/1/2017,Not on Leave,206,9,11.1,0.12835249,0.147058824
527,89289699,Unmgd-CareerOption/Opportunity,1/11/2019,Unmanaged,87786267,1,5/20/2015,Delivery,8/31/2018,USA,39,United States,1/1/1900,0,Growth Platforms,Manager,53,Yes,Female,63,87786267,Assigned,Customer Service,Accenture Operations,0,Above,88.9595,2.032258065,1,1,1,1,1,0,Better,1,1,1,3.666666667,8.216666667,0.833333333,5.833333333,2.666666667,2.383333333,1,1.833333333,0.166666667,0.333333333,3.666666667,8.216666667,3.7425,11.78333333,0.825,7.458333333,2.75,3.861666667,0.083333333,0.083333333,3.166666667,11.75,0.916666667,0.697312588,0.857142857,0.782122905,0.818181818,1.350912779,1,1.485714286,4,12,13,0.666666667,0,15,0.833333333,0,32,2,1,0,1,0,0,1,0,1,0,0,0,0,3,No Hike,3,0,Worse,Same,0,0,0,0,0,0,NA,2,0.105633803,0.50400157,0.007874016,0.027559055,0,2,0.092898616,0.416974218,0.003938946,0,0.021664205,0,1,0,1,0,0,0,0,45,24_48,60above,24_48,No,NA,0,Not on Leave,Client Delivery & Operations,Operations Transformation,Manager,Others,-8.21,-19.76,Well positioned to market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Operations,Gen X,0,0,1.682539683,31,Overdue,0.618407446,0,31,0,0,0,NA,NA,Not on Leave,83,1,0,0.139875605,0.210084034
528,89291842,Unmanaged-Total rewards,11/26/2018,Unmanaged,89074210,1,4/22/2015,Digital Business,6/30/2018,USA,38,United States,12/1/2015,30,Growth Platforms,Manager,35,Yes,Male,31,89074210,Assigned,Digital & Content,Accenture Digital,0,Above,53.539,1.033333333,1,2,1,1,2,3,Better,1,2,3,0.833333333,0.216666667,0,0,0.833333333,0.216666667,0,0,0,0,0.833333333,0.216666667,0.666666667,0.158333333,0,0,0.666666667,0.158333333,0,0,0.5,0.125,1.25,1.368421053,0,0,2,2,0,0,0,12,12,2,0,41,1.833333333,0,72,0.833333333,0,1,0,0,1,0,2,0,0,1,5,2,7,Worse,6,2.5,Worse,Better,0,0,0,0,0,0,NA,2,0.104089219,0,1,0,0,3,0.135147818,0,0.978296256,0,0,0.021703744,0,1,1,1,0,0,0,44,24_48,24_36,24_48,No,NA,31,Not on Leave,Client & Market,Accenture Interactive,Manager,25-36M,-17.64,-13.78,Significantly behind market,Behind market,Continue progressing,NA,NA,NA,Complete,Accenture Digital,Gen Y,0,0,1.111111111,30,Overdue,0.534441805,0,13,0,0,0,NA,12/1/2015,Not on Leave,57,4,40,0.205039096,0.219030521
529,89292191,Unmanaged-MutualAgreemnt-LEGAL,10/19/2018,Unmanaged,82071128,1,4/15/2015,H&PS North America OU,5/31/2018,USA,37,United States,12/1/2017,5,Operating Groups,Manager,31,Yes,Male,6,82071128,Assigned,Integrated Op Model,Health & Public Service,0,Below,9,0.2,1,1,2,1,1,11,Better,1,1,3,1.333333333,5.383333333,0.5,5.166666667,0.833333333,0.216666667,0.333333333,3.833333333,0.166666667,1.333333333,1.166666667,5.35,1.083333333,3.208333333,0.25,2.583333333,0.833333333,0.625,0,0,0.666666667,2.758333333,1.230769231,1.677922078,2,2,1.25,1.046439628,1.333333333,1.032258065,3,12,13,3.166666667,0,90,3.25,0,164,1.157894737,1,0,0.5,0,0,2,1,0.666666667,1,0,16,5,7,Worse,6,8,Better,Better,0,0,0,0,0,0,NA,3,0.196153846,0,0.770334928,0.019138756,0,4,0.139846743,0.017817372,0.848552339,0.097995546,0.014476615,0.021158129,0,1,1,1,19,19,19,43,24_48,0_12,24_48,Yes,Promotion,6,Not on Leave,Client & Market,H&PS NA Southeast,Manager,0-12M,-18.56,-21.74,Significantly behind market,Significantly behind market,Promote,NA,NA,NA,Complete,OG,Gen Y,0,0,0.984126984,30,On Time,0.65940902,0,9,0,0,0,NA,12/1/2015,Not on Leave,203,3,0,0.184596577,0.158730159
530,89294657,Unmanaged-Travel,9/7/2018,Unmanaged,82777691,1,4/22/2015,Cloud First Applications,4/30/2018,USA,36,United States,1/1/1900,0,Growth Platforms,Manager,57,Yes,Male,42,82777691,Assigned,Software as a Service,Accenture Technology,1,Above,70,1.5,1,1,1,1,1,1,Better,1,1,2,2.666666667,6.25,0.166666667,4,2.5,2.25,1.166666667,1.5,0,0,2.333333333,6.183333333,1.5,3.333333333,0.083333333,2,1.416666667,1.333333333,0,0,1.333333333,3.3,1.777777778,1.875,2,2,1,1.44,2,2,1,12,13,1.166666667,1,23,0.583333333,1,23,0.571428571,0,1,0,0,1,1,1,0.25,0,1,2,1,3,Worse,2,1,Worse,Same,0,0,0,0,0,0,Equal,3,0.054263566,0.50400157,0.305327869,0.094262295,0.079918033,5,0.107279694,0.283261803,0.584763949,0,0.060085837,0.071888412,1,0,1,1,24,24,24,42,24_48,36_48,24_48,No,NA,0,Not on Leave,Client Delivery & Operations,Salesforce,Manager,Others,-11.48,-8.77,Behind market,Well positioned to market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Baby Boomers,5.055,5750,1.80952381,28,Overdue,0.781153977,0,35,0,0,0,NA,2/1/2011,Not on Leave,163,10,10,0.127255116,0.260958206
531,89295299,Unmgd-CareerOption/Opportunity,11/30/2018,Unmanaged,84244003,1,4/29/2015,RES North America OU,6/30/2018,USA,38,United States,1/1/1900,0,Operating Groups,Manager,51,Yes,Male,38,84244003,Assigned,SAP,Resources,1,Above,0,1.266666667,1,1,1,1,2,0,Better,1,2,2,2.166666667,1.033333333,0,0,2.166666667,1.033333333,1.166666667,0.816666667,0,0,2,1,1.583333333,0.991666667,0.416666667,0.458333333,1.166666667,0.533333333,0,0,1.416666667,0.958333333,1.368421053,1.042016807,0,0,1.692307692,1.870967742,0,0,4,12,13,1.833333333,0,44,1.333333333,0,62,0.363636364,1,0,1,0,0,1,0,1,0,0,0,0,7,No Hike,8,0,Worse,Same,0,0,0,0,0,0,NA,2,0.041346154,0,1,0,0,2,0.059134615,0,1,0,0,0,0,1,1,1,6,6,6,44,24_48,36_48,24_48,No,NA,38,Not on Leave,Client & Market,RES NA Management,Manager,37-48M,0.97,-3.62,Well positioned to market,Well positioned to market,Continue progressing,NA,NA,X,Complete,OG,Gen X,0,0,1.619047619,30,Overdue,0.683284457,0,29,0,0,0,Promo_ready_not_promoted,NA,Not on Leave,145,2,0,0.158013544,0.131147541
532,89296024,Unmgd-CareerOption/Opportunity,9/21/2018,Unmanaged,82545552,1,5/6/2015,Digital Business,4/30/2018,USA,35,United States,1/1/1900,0,Growth Platforms,Senior Manager,51,Yes,Female,59,82545552,Assigned,No Function Specialty,Accenture Digital,1,Above,68,2.107142857,1,1,1,1,1,2,Better,1,1,2,2,7.8,0.166666667,6.666666667,1.833333333,1.133333333,0.166666667,0.083333333,0,0,1.333333333,7.233333333,2.5,7.883333333,0.416666667,6.666666667,2.083333333,1.216666667,0,0,2.083333333,7.516666667,0.8,0.989429175,0.4,1,0.666666667,1.760683761,2,2,4,12,13,0.833333333,0,17,0.416666667,0,17,0.8,1,0,1,0,0,1,0,1,0,0,4,2,5,Worse,5,2,Worse,Same,0,0,0,0,0,0,NA,2,0.096899225,0.396995708,0.35944206,0.074034335,0.169527897,2,0.09351145,0.194736842,0.685789474,0,0.03631579,0.083157895,0,1,1,1,26,26,26,41,24_48,48_60,24_48,No,NA,35,Not on Leave,Client & Market,Accenture Interactive,Manager,25-36M,7.6,2.19,Well positioned to market,Well positioned to market,Continue progressing,X,NA,NA,Complete,Accenture Digital,Gen X,0,0,1.436619718,28,Overdue,0.591611479,0,29,0,0,0,NA,NA,Not on Leave,9.4,4,0,0.159841853,0.180212014
533,89296652,Unmgd-CareerOption/Opportunity,9/7/2018,Unmanaged,82257803,1,4/29/2015,PRD North America OU,4/30/2018,USA,36,United States,1/1/1900,0,Operating Groups,Senior Manager,49,Yes,Male,60,82257803,Assigned,Integrated Op Model,Products,1,Above,1,2.142857143,1,1,1,1,1,0,Better,1,2,2,1.833333333,3.15,0.833333333,2.083333333,1,1.066666667,0.166666667,1,0.5,1.083333333,1.666666667,3.116666667,1.333333333,3.841666667,0.75,3.291666667,0.583333333,0.55,0,0,1.166666667,3.808333333,1.375,0.819956616,1.111111111,0.632911392,0.181818182,0.634920635,0.4,0.96,4,12,13,2.833333333,0,60,2.666666667,0,108,1.294117647,1,2,0.333333333,0.333333333,0.666666667,3,3.6,0.6,0.5,0.5,0,0,5,No Hike,5,0,Worse,Same,0,0,0,0,0,0,NA,4,0.159090909,0.28490991,0.220720721,0.022522523,0.462837838,6,0.128787879,0.347282609,0.376086957,0,0.018478261,0.253804348,1,0,1,1,81,81,82.2,42,24_48,48_60,24_48,No,NA,36,Not on Leave,Client & Market,PRD NA Southwest,Manager,25-36M,22.71,23.43,Above market,Above market,Continue progressing,X,NA,X,Complete,OG,Gen X,0,0,1.38028169,28,Overdue,0.740924092,0,27,0,0,0,Promo_ready_not_promoted,2/1/2013,Not on Leave,296,8,0,0.147744175,0.2
534,89296745,Unmgd-CareerOption/Opportunity,2/1/2019,Unmanaged,89281145,1,5/1/2015,GU Strategy Practices,9/30/2018,USA,40,United States,12/1/2017,9,Growth Platforms,Senior Manager,33,Yes,Female,10,89281145,Assigned,No Function Specialty,Accenture Strategy,0,Below,34.725,0.294117647,1,1,2,1,1,11,Better,1,1,2,2,3.416666667,0.333333333,2.666666667,1.666666667,0.75,0.166666667,0.083333333,0,0,2,3.416666667,1.083333333,1.725,0.166666667,1.333333333,0.916666667,0.391666667,0,0,1,1.708333333,1.769518717,1.933238675,2,2,0.666666667,0.234146341,0,0,2,12,13,1.166666667,0,11,3,0,66,2,0,2,0,0,1,1,3,0.2,0.333333333,0.666666667,29,16,10,Better,8,13.5,Better,Worse,0,0,0,0,0,0,NA,4,0.1,0.224358974,0.591880342,0.042735043,0.141025641,6,0.129326923,0.144671452,0.760353396,0,0.022087245,0.072887907,0,0,0,1,0,0,0,46,24_48,0_12,24_48,Yes,Promotion,10,Not on Leave,Client & Market,Strat Func - Competitiveness COE,Manager,0-12M,-6.4,-19.14,Well positioned to market,Significantly behind market,Promote,NA,NA,NA,Complete,Accenture Strategy,Gen Y,0,0,0.929577465,34,On Time,0.710875332,0,11,0,0,0,NA,NA,On Leave,41,5,20,0.22121384,0.210526316
535,89299054,Unmanaged-Promotion,9/7/2018,Unmanaged,82201255,1,5/27/2015,H&PS North America OU,4/30/2018,USA,35,United States,1/1/1900,0,Operating Groups,Senior Manager,55,Yes,Female,59,82201255,Assigned,Integrated Op Model,Health & Public Service,1,Above,55,2.107142857,1,1,1,1,1,0,Better,1,2,2,5.533333333,10.66111667,1.166666667,6,4.5,3.161116667,1.5,1.811116667,0.5,1.416666667,5.533333333,10.62778333,3.716666667,11.28889167,0.858333333,8.083333333,3,2.372225,0.216666667,0.25,3.466666667,11.25555833,1.442622951,0.944390024,1.384615385,0.742268041,0.545454545,0.955706641,0.222222222,1.333333333,4,12,13,3.833333333,0,64,3.883333333,0,156.8,1.217391304,2,0,0.5,0,0,4,1,0.666666667,1,0,0,0,6,No Hike,5,0,Worse,Same,0,0.083333333,0,0,-119988,0,NA,5,0.081395349,0.089662447,0.69092827,0.069092827,0.150316456,7,0.090038314,0.055,0.787631579,0.008947368,0.063157895,0.085263158,1,0,1,1,81,81,82.2,41,24_48,48_60,24_48,No,NA,35,Not on Leave,Client & Market,H&PS NA Northeast,Manager,25-36M,12.34,8.31,Above market,Well positioned to market,Continue progressing,NA,NA,NA,Complete,OG,Baby Boomers,0,0,1.549295775,28,Overdue,0.733075435,1,33,2,3,5,NA,9/1/2000,Not on Leave,201,3,0,0.168980084,0.125
536,89299712,Unmgd-CareerOption/Opportunity,9/21/2018,Unmanaged,81851460,1,5/18/2015,Technology Geographic Unit,4/30/2018,USA,35,United States,1/1/1900,0,Growth Platforms,Senior Manager,37,Yes,Male,35,81862513.4,Assigned,Testing,Accenture Technology,6,Below,22,1.25,1,1,1,2,1,0,Better,2,1,2,0.333333333,1.366666667,0.166666667,1.333333333,0.166666667,0.083333333,0.166666667,1.333333333,0,0,0.333333333,1.333333333,1.166666667,6.141666667,0.25,4,0.916666667,2.141666667,0,0,1.083333333,6.125,0.285714286,0.222523745,0.666666667,0.333333333,1,1.951219512,2,2,3,12,13,3.666666667,0,62,3.083333333,0,101,1.090909091,2,0,0.5,0,0,4.6,0,0.75,0,0,1,1,2,Worse,3,0.5,Worse,Worse,0,0,0,0,0,0,NA,5,0.06870229,0.37397541,0.62397541,0.00204918,0,9,0.087452472,0.486979167,0.452604167,0,0.026041667,0.034375,1,0,1,0,0,0,0,41,24_48,24_36,24_48,No,NA,0,Not on Leave,Client Delivery & Operations,Platform,Manager,Others,-22.66,-24.926,Significantly behind market,Significantly behind market,Continue to grow and learn,NA,NA,NA,Complete,Accenture Technology,Gen Y,0,0,1.042253521,28,Overdue,0.775022143,0,15,0,0,0,NA,12/1/2016,Not on Leave,205,7,14.3,0.127255116,0.128777924
